    SN,Loan_ID,Name,Trans_score,Urban,Gender,Age,CoapplicantIncome,Dependents,Self_Employed,Credit_History,ApplicantIncome,Loan_Status
351,LP002139,AZRA,659,Rural,Male,32,107594.11,2,1,1,102416.84,0
352,LP002140,AZRIEL,762,Urban,Male,39,81273.13,1,1,1,18719.67,0
353,LP002141,AZUKA,568,Rural,Female,32,169399.6,1,1,0,61936.22,0
354,LP002142,AZURA,670,Semiurban,Male,25,0,2,1,1,78358.94,0
355,LP002143,BABA,613,Urban,Female,45,187841.99,2,1,1,147224.27,0
356,LP002144,BABETTE,539,Urban,Male,30,0,2,1,0,160979.66,0
357,LP002149,BAHARI,850,Urban,Female,57,126776.3,2,1,1,132298.49,0
358,LP002151,BAILEY,522,Rural,Male,34,126436.29,1,1,0,174248.52,1
359,LP002158,BAIRD,737,Semiurban,Male,41,101960.74,1,1,1,123547.28,0
360,LP002160,BAIRN,520,Urban,Male,58,0,2,0,1,32790.02,0
361,LP002161,BAKULA,706,Semiurban,Male,28,0,2,0,1,181543.67,0
362,LP002170,BALLARD,643,Urban,Female,45,150842.93,1,0,1,2319.96,1
363,LP002175,BALTHASAR,648,Urban,Female,50,102535.57,1,1,1,189543.19,0
364,LP002178,BAMBI,443,Semiurban,Female,29,99027.61,2,1,0,10940.4,0
365,LP002180,BANJI,640,Rural,Male,68,0,2,1,1,199493.38,0
366,LP002181,BARAKE,628,Rural,Female,33,0,1,1,1,188193.25,0
367,LP002187,BARB,540,Semiurban,Female,42,87271.41,2,1,0,172572.64,0
368,LP002188,BARBARA,460,Rural,Female,35,102742.91,2,1,1,189339.6,0
369,LP002190,BARBIE,636,Semiurban,Male,34,40105.51,2,0,1,53512.16,0
370,LP002191,BARCLAY,593,Rural,Female,29,152265.43,1,1,0,34004.44,0
371,LP002194,BARKE,801,Semiurban,Male,42,141947.67,1,1,1,10598.29,0
372,LP002197,BARNABAS,640,Semiurban,Female,75,106307.91,2,0,1,113428.77,0
373,LP002201,BARNARD,611,Rural,Male,31,107884.81,2,1,1,183487.98,0
374,LP002205,BARNEY,802,Urban,Male,31,125013.72,1,1,1,187658.09,0
375,LP002209,BARNY,717,Urban,Male,35,58469.37,2,1,1,172459.39,0
376,LP002211,BARR,769,Urban,Female,39,0,1,0,1,21016,0
377,LP002219,BARRAN,745,Rural,Male,45,117231.63,3,1,1,122381.02,1
378,LP002223,BARRETTA,572,Semiurban,Male,35,152390.26,1,1,0,128123.66,0
379,LP002224,BARRY,629,Urban,Female,30,34013.63,1,1,0,19570.63,0
380,LP002225,BART,687,Urban,Female,39,0,3,0,0,188150.6,1
381,LP002226,BARTH,483,Semiurban,Female,50,0,2,1,1,111020.24,0
382,LP002229,BARTHOLEMEW,690,Semiurban,Male,36,101583.11,2,1,0,123775.15,0
383,LP002231,BARTON,492,Urban,Female,30,77168.87,2,0,1,146700.22,0
384,LP002234,BARUCH,709,Urban,Male,28,124695.72,2,1,0,145251.35,0
385,LP002236,BARY,705,Urban,Male,44,105934.96,1,1,0,82463.69,0
386,LP002237,BASH,560,Urban,Female,66,0,1,1,1,15928.49,0
387,LP002239,BASIL,611,Semiurban,Male,46,0,2,1,0,45886.33,0
388,LP002243,BAST,730,Urban,Male,62,0,2,1,1,186489.95,0
389,LP002244,BASTIEN,709,Urban,Female,45,0,2,0,1,162922.65,0
390,LP002250,BAXTER,544,Rural,Female,21,161525.96,2,1,0,9262.77,0
391,LP002255,BAYARD,712,Rural,Female,29,147199.07,1,1,1,84932.4,0
392,LP002262,BAYEN,752,Rural,Male,38,183102.29,1,1,1,71557.12,0
393,LP002263,BAYLEE,648,Urban,Male,46,127209,2,1,0,77405.95,1
394,LP002265,BAYO,556,Semiurban,Male,38,0,2,0,0,417.41,1
395,LP002266,BEA,594,Urban,Female,24,97378.54,1,1,1,71405.17,0
396,LP002272,BEATA,645,Semiurban,Female,37,136925.09,2,0,1,153400.24,0
397,LP002277,BEATE,557,Urban,Male,33,54503.55,1,1,1,371.05,0
398,LP002281,BEATRICE,547,Urban,Male,32,155726.85,1,1,0,67789.99,0
399,LP002284,BEATRIZ,701,Rural,Female,39,0,2,0,1,145894.9,0
400,LP002287,BEAU,616,Semiurban,Female,66,135842.41,1,1,0,183840.51,1
401,LP002288,BEAUREGARD,605,Urban,Male,52,63349.75,1,1,0,108887.44,0
402,LP002296,BEBE,593,Rural,Female,38,129499.42,1,1,1,154071.27,0
403,LP002297,BEBHIN,751,Semiurban,Male,52,0,2,0,1,179291.85,0
404,LP002300,BECCA,443,Semiurban,Male,36,70438.01,2,0,1,56937.43,0
405,LP002301,BECK,685,Rural,Male,23,0,2,1,1,112239.03,0
406,LP002305,BECKA,718,Semiurban,Male,36,0,1,1,0,45909.87,0
407,LP002308,BECKY,538,Urban,Female,49,141434.04,1,0,0,173779.25,1
408,LP002314,BEL,611,Rural,Female,37,0,2,1,0,125696.26,0
409,LP002315,BELA,668,Semiurban,Male,37,152958.29,2,1,1,159585.61,0
410,LP002317,BELAY,537,Rural,Female,41,138306.34,1,1,0,106761.47,0
411,LP002318,BELDEN,709,Semiurban,Male,23,0,2,0,0,129590.18,0
412,LP002319,BELINDA,850,Urban,Male,38,0,2,1,1,80006.65,0
413,LP002328,BELITA,745,Rural,Female,31,124328.84,1,1,1,140451.52,0
414,LP002332,BELL,693,Rural,Female,41,181461.48,3,1,1,187929.43,1
415,LP002335,BELLA,795,Semiurban,Male,35,0,2,1,0,167155.36,0
416,LP002337,BELLE,626,Urban,Male,26,0,2,0,0,191420.71,0
417,LP002341,BELLINI,487,Urban,Female,61,110368.03,1,0,0,11384.45,1
418,LP002342,BEN,556,Urban,Female,39,89588.35,1,1,1,94898.1,0
419,LP002345,BENA,643,Rural,Female,46,0,2,0,0,106781.59,0
420,LP002347,BENARD,605,Semiurban,Female,28,0,2,0,0,159508.52,0
421,LP002348,BENEDICT,756,Rural,Female,60,115924.89,1,1,0,93524.19,1
422,LP002357,BENEN,586,Urban,Female,38,0,2,1,0,87168.46,0
423,LP002361,BENITA,535,Urban,Male,40,111756.5,1,1,0,8128.32,1
424,LP002362,BENJAMIN,678,Urban,Female,35,0,1,1,0,125518.32,0
425,LP002364,BENJY,596,Semiurban,Male,39,0,1,1,0,48963.59,0
426,LP002366,BENNETT,648,Rural,Male,26,162923.85,1,1,0,98368.24,0
427,LP002367,BENNY,492,Rural,Male,39,124576.65,2,1,0,148584.61,0
428,LP002368,BENSON,702,Semiurban,Male,45,80793.58,1,1,1,27474.81,0
429,LP002369,BERDINE,486,Rural,Female,40,71340.09,1,1,0,76192.21,0
430,LP002370,BERKE,568,Urban,Male,40,99282.63,1,0,0,134600.94,1
431,LP002377,BERN,619,Semiurban,Male,57,137946.39,1,1,1,72467.99,1
432,LP002379,BERNADETTE,724,Rural,Male,41,127892.57,2,0,1,199645.45,0
433,LP002386,BERNADINE,548,Semiurban,Female,33,101084.36,1,1,0,42749.85,0
434,LP002387,BERNARD,545,Semiurban,Female,37,114754.08,1,1,0,136050.44,1
435,LP002390,BERNE,683,Urban,Male,33,0,1,0,0,73564.44,0
436,LP002393,BERNICE,762,Semiurban,Female,51,99286.98,1,0,1,85578.63,0
437,LP002398,BERNIE,627,Semiurban,Female,30,79871.02,2,1,0,129826.89,0
438,LP002401,BERNY,516,Urban,Male,35,104088.59,2,0,0,119666,0
439,LP002403,BERT,800,Urban,Female,38,168190.33,2,1,0,68052.08,0
440,LP002407,BERTHA,464,Rural,Female,42,85679.25,1,1,1,164104.74,0
441,LP002408,BERTILLE,626,Semiurban,Female,35,0,1,0,0,80190.36,0
442,LP002409,BERYL,790,Rural,Female,31,0,2,1,0,84126.75,0
443,LP002418,BESS,534,Semiurban,Female,34,121551.58,2,1,1,70179,0
444,LP002422,BESSIE,745,Semiurban,Male,46,122220.19,1,1,1,118024.1,0
445,LP002424,BETH,553,Rural,Male,47,116528.15,1,0,0,145704.19,1
446,LP002429,BETHAN,748,Rural,Female,26,77780.29,1,0,1,183049.41,0
447,LP002434,BETHANY,722,Rural,Male,37,0,1,0,0,120906.83,0
448,LP002435,BETSY,501,Rural,Male,40,125832.2,1,1,1,100433.83,0
449,LP002443,BETTE,675,Rural,Female,38,68065.8,1,0,0,138777,1
450,LP002444,BETTY,778,Semiurban,Female,47,127299.34,2,1,0,124694.99,0
451,LP002446,BEULAH,494,Rural,Female,38,174937.64,1,1,0,40084.32,0
452,LP002447,BEVAN,850,Urban,Male,40,0,2,0,1,119232.33,0
453,LP002448,BEVERLY,592,Rural,Male,31,110071.1,1,0,0,43921.36,0
454,LP002449,BEVIS,590,Rural,Female,44,139432.37,1,1,0,62222.81,0
455,LP002453,BEYLA,758,Semiurban,Female,39,127357.76,1,0,1,56577,0
456,LP002455,BIANA,506,Semiurban,Male,36,0,2,1,0,164253.35,0
457,LP002459,BIANCA,733,Urban,Male,33,0,1,1,1,7666.73,0
458,LP002467,BIBIANE,711,Urban,Male,38,0,2,1,0,68487.51,0
459,LP002472,BIDELIA,514,Rural,Male,43,95556.31,1,0,1,199273.98,1
460,LP002473,BIKITA,637,Semiurban,Male,37,0,1,1,1,186062.36,0
461,LP002478,BILEN,468,Semiurban,Male,29,111681.98,2,1,1,195711.16,0
462,LP002484,BILL,539,Urban,Male,39,0,2,1,0,36692.17,0
463,LP002487,BILLY,509,Rural,Female,25,108738.71,2,1,0,106920.57,0
464,LP002489,BIN,662,Semiurban,Female,32,133950.37,1,1,1,48725.68,1
465,LP002493,BINA,818,Semiurban,Male,26,0,2,1,1,167036.94,0
466,LP002494,BING,608,Rural,Male,33,89968.69,1,1,0,68777.26,0
467,LP002500,BINGHAM,850,Urban,Female,32,0,2,1,1,18924.92,0
468,LP002501,BIRCH,816,Semiurban,Female,38,130878.75,3,1,0,71905.77,1
469,LP002502,BISBEE,536,Semiurban,Male,35,0,2,1,0,64833.28,0
470,LP002505,BISHOP,753,Urban,Male,35,0,2,1,1,184843.77,0
471,LP002515,BITON,631,Semiurban,Male,27,134169.62,1,1,1,176730.02,0
472,LP002517,BJORN,703,Rural,Male,37,149762.08,1,1,0,20629.4,1
473,LP002519,BLADE,774,Semiurban,Male,26,93844.69,1,1,0,28415.36,0
474,LP002522,BLAINE,785,Urban,Male,28,0,2,1,0,77231.27,0
475,LP002524,BLAIR,571,Rural,Female,33,0,2,1,0,102750.7,0
476,LP002527,BLAKE,621,Rural,Male,46,141078.37,1,0,0,34580.8,1
477,LP002529,BLANCHE,605,Semiurban,Female,31,117992.59,1,1,1,183598.77,0
478,LP002530,BLAZE,611,Semiurban,Female,40,100812.33,2,1,0,147358.27,0
479,LP002531,BLENDA,569,Semiurban,Male,38,0,1,1,1,108469.2,0
480,LP002533,BLINDA,658,Urban,Male,29,80262.6,1,1,1,20612.82,0
481,LP002534,BLISS,788,Rural,Male,34,156478.62,1,0,1,181196.76,0
482,LP002536,BLITHE,525,Rural,Female,23,0,2,1,0,160249.1,0
483,LP002537,BLODWYN,798,Semiurban,Male,37,0,3,0,0,110783.28,0
484,LP002541,BLOSSOM,486,Semiurban,Male,37,115217.99,2,1,0,144995.33,0
485,LP002543,BLUM,615,Semiurban,Male,61,0,2,1,0,150227.85,1
486,LP002544,BLUMA,730,Rural,Female,35,155470.55,1,1,1,53718.28,0
487,LP002545,BLYTHE,641,Rural,Male,37,0,2,1,0,75248.3,0
488,LP002547,BO,542,Urban,Male,39,135096.77,1,1,1,14353.43,1
489,LP002555,BOAZ,692,Semiurban,Male,30,0,2,0,1,130486.57,0
490,LP002556,BOB,714,Urban,Female,55,180075.22,1,1,1,100127.71,0
491,LP002560,BONA,591,Semiurban,Male,29,97541.24,1,1,1,196356.17,0
492,LP002562,BONAVENTURE,710,Urban,Female,41,156067.05,1,1,1,9983.88,0
493,LP002571,BOND,639,Rural,Female,38,81550.94,2,0,1,118974.77,0
494,LP002582,BONITA,531,Semiurban,Female,47,0,1,0,0,194998.34,1
495,LP002585,BONNIE,673,Rural,Female,38,170061.92,2,0,0,134901.34,1
496,LP002586,BONO,765,Semiurban,Male,36,92310.54,2,1,1,72924.56,0
497,LP002587,BOONE,622,Rural,Female,32,169089.38,2,1,0,101057.95,0
498,LP002588,BORIS,806,Urban,Male,40,80613.93,1,1,1,142838.64,0
499,LP002600,BOWEN,757,Semiurban,Male,26,121581.56,2,1,1,127059.04,0
500,LP002602,BOWIE,570,Rural,Female,58,0,1,0,1,116503.92,1
501,LP002603,BOYD,555,Rural,Male,32,0,2,1,1,54405.79,0
502,LP002606,BRACHA,692,Semiurban,Male,54,0,2,1,1,88721.84,0
503,LP002615,BRAD,774,Semiurban,Male,60,85891.55,1,1,0,74135.48,1
504,LP002618,BRADEN,638,Rural,Male,44,77637.35,2,1,1,111346.22,0
505,LP002619,BRADFORD,543,Semiurban,Female,41,0,1,0,0,194902.16,0
506,LP002622,BRADLEY,584,Rural,Male,31,0,2,1,0,31474.27,0
507,LP002624,BRAEDEN,691,Urban,Male,30,116927.89,1,1,0,21198.39,0
508,LP002625,BRAIMA,684,Urban,Female,40,137326.65,1,1,0,186976.6,0
509,LP002626,BRAN,733,Urban,Male,22,0,2,1,1,117202.19,0
510,LP002634,BRAND,599,Urban,Female,37,0,2,1,1,143739.29,0
511,LP002637,BRANDEE,524,Rural,Female,31,67238.98,2,1,1,161811.23,0
512,LP002640,BRANDIE,632,Semiurban,Female,38,86569.76,2,1,0,98090.91,0
513,LP002643,BRANDON,735,Urban,Male,34,0,2,0,0,71095.41,0
514,LP002648,BRANT,734,Semiurban,Male,34,133598.4,1,1,1,13107.24,0
515,LP002652,BRAXTON,605,Rural,Female,51,136188.78,1,1,1,67110.59,1
516,LP002659,BRAYDEN,793,Rural,Male,38,0,2,1,0,88225.02,0
517,LP002670,BRAZIL,468,Semiurban,Female,56,0,3,0,1,62256.87,1
518,LP002682,BREANNA,779,Semiurban,Male,37,120092.52,2,1,0,135925.72,0
519,LP002683,BRECKIN,698,Semiurban,Male,48,101238.24,2,0,1,177815.87,1
520,LP002684,BREDE,707,Rural,Male,58,89685.92,1,0,1,126471.13,0
521,LP002689,BREE,850,Semiurban,Female,35,211774.31,1,1,0,188574.12,1
522,LP002690,BREIN,850,Semiurban,Male,56,131317.48,1,1,1,119175.45,0
523,LP002692,BREND,527,Rural,Male,37,93722.73,2,1,1,139093.73,0
524,LP002693,BRENDA,696,Rural,Male,32,101160.99,1,1,1,115916.55,0
525,LP002697,BRENDAN,661,Semiurban,Male,48,120320.54,1,0,0,96463.25,0
526,LP002699,BRENNA,776,Rural,Female,31,0,2,1,1,112349.51,0
527,LP002705,BRENNAN,701,Semiurban,Male,43,0,2,1,1,165303.79,0
528,LP002706,BRENT,610,Semiurban,Male,26,0,2,1,0,166031.08,0
529,LP002714,BRETT,572,Semiurban,Female,48,152827.99,1,1,0,38411.79,1
530,LP002716,BREWSTER,673,Semiurban,Male,30,64097.75,1,1,1,77783.35,0
531,LP002717,BRIAN,519,Rural,Female,57,119035.35,2,1,1,29871.79,0
532,LP002720,BRIANA,702,Urban,Female,26,135219.57,1,0,1,59747.63,0
533,LP002723,BRIANNA,729,Rural,Male,32,93694.42,1,1,1,79919.13,0
534,LP002729,BRIANNE,543,Semiurban,Male,35,59408.63,1,1,0,76773.53,0
535,LP002731,BRIAR,550,Urban,Female,40,114354.95,1,1,0,54018.93,0
536,LP002732,BRICE,608,Rural,Male,59,0,1,1,0,70649.64,1
537,LP002734,BRICK,639,Urban,Male,35,128173.9,2,1,0,59093.39,0
538,LP002738,BRIDGET,686,Semiurban,Male,34,0,2,1,0,127569.8,0
539,LP002739,BRIDGIT,564,Rural,Female,62,114931.35,3,0,1,18260.98,1
540,LP002740,BRIELLE,745,Rural,Female,28,111071.36,1,1,0,73275.96,1
541,LP002741,BRIER,833,Semiurban,Male,37,151226.18,2,1,1,136129.49,0
542,LP002743,BRIGHAM,622,Semiurban,Male,26,0,2,1,1,153237.59,0
543,LP002753,BRIGHTON,597,Semiurban,Female,42,64740.12,1,1,1,106841.12,0
544,LP002755,BRIGIT,721,Urban,Male,51,169312.13,1,1,0,109078.35,1
545,LP002757,BRIGITTE,504,Semiurban,Female,49,0,3,0,1,87822.14,1
546,LP002767,BRILANE,842,Rural,Female,44,112652.08,2,1,0,126644.98,0
547,LP002768,BRILLIANT,587,Semiurban,Male,38,0,2,1,0,47414.15,0
548,LP002772,BRINA,479,Rural,Female,30,143964.36,2,1,0,41879.99,0
549,LP002776,BRINLY,508,Semiurban,Male,49,122451.46,2,1,1,75808.1,0
550,LP002777,BRIT,749,Rural,Male,24,0,3,1,1,47911.03,0
551,LP002778,BRITA,721,Rural,Female,36,65253.07,2,1,0,28737.78,0
552,LP002784,BRITAIN,674,Rural,Male,47,106901.94,1,1,1,2079.2,1
553,LP002785,BRITANNIA,685,Urban,Female,25,128509.63,1,1,0,121562.33,0
554,LP002788,BRITANY,417,Urban,Male,34,0,2,1,0,55003.79,0
555,LP002789,BRITTANIA,574,Rural,Male,33,129834.67,1,1,0,193131.42,0
556,LP002792,BRITTANY,590,Semiurban,Female,51,154962.99,3,0,1,191932.27,1
557,LP002794,BRITTNEE,587,Urban,Male,40,138241.9,2,1,0,159418.1,0
558,LP002795,BROCK,598,Semiurban,Male,41,91536.93,1,1,0,191468.78,1
559,LP002798,BRODY,741,Semiurban,Male,53,0,2,1,1,38913.68,0
560,LP002804,BRONE,850,Semiurban,Female,70,0,1,1,1,705.18,0
561,LP002807,BRONSON,584,Semiurban,Female,29,105204.01,1,0,1,138490.03,0
562,LP002813,BRONWEN,650,Semiurban,Male,61,152968.73,1,0,1,82970.69,0
563,LP002820,BROOKE,607,Rural,Male,36,158261.68,1,1,1,76744.72,0
564,LP002821,BROOKLYN,509,Semiurban,Female,46,0,1,1,0,71244.59,1
565,LP002832,BROOKS,689,Urban,Female,38,121021.05,1,1,1,12182.15,0
566,LP002833,BRUCE,543,Rural,Male,36,0,2,1,1,141210.5,0
567,LP002836,BRUNO,438,Urban,Female,54,0,1,0,0,191763.07,1
568,LP002837,BRYAN,687,Rural,Female,63,137715.66,1,1,1,37938.74,0
569,LP002840,BRYANNE,737,Urban,Male,31,121192.22,2,1,1,74890.58,0
570,LP002841,BRYANT,761,Urban,Male,31,0,3,1,1,166698.18,0
571,LP002842,BRYCE,601,Urban,Male,44,100486.18,2,1,1,62678.53,0
572,LP002847,BRYGID,651,Urban,Male,45,0,1,1,0,67740.08,1
573,LP002855,BRYNN,745,Urban,Male,35,92566.53,2,1,0,161519.77,0
574,LP002862,BRYONY,648,Semiurban,Female,49,0,2,1,1,159835.78,1
575,LP002863,BRYTON,848,Semiurban,Male,40,110929.96,1,1,1,30876.84,0
576,LP002868,BUCK,546,Urban,Female,27,0,2,1,1,14858.1,0
577,LP002872,BUD,439,Semiurban,Female,32,138901.61,1,1,0,75685.97,0
578,LP002874,BUDDY,755,Urban,Male,30,123217.66,2,0,1,144183.1,0
579,LP002877,BUFFY,593,Rural,Female,41,0,1,1,0,65170.66,0
580,LP002888,BUNNY,701,Urban,Male,39,0,2,1,1,82526.92,0
581,LP002892,BURDETTE,701,Semiurban,Male,36,0,2,1,0,169161.46,0
582,LP002893,BURKE,607,Urban,Female,33,108431.87,2,0,1,109291.39,1
583,LP002894,BURT,586,Semiurban,Female,57,0,2,0,1,6057.81,0
584,LP002898,BURTON,547,Rural,Female,30,72392.41,1,1,0,77077.14,0
585,LP002911,BUTTERFLY,647,Rural,Female,51,119741.77,2,0,0,54954.51,1
586,LP002912,BUZZ,760,Rural,Female,51,100946.71,1,0,0,179614.8,1
587,LP002916,BYRD,621,Urban,Male,53,170491.84,1,1,0,35588.07,1
588,LP002917,BYRON,725,Semiurban,Male,44,0,1,1,1,117356.14,0
589,LP002925,CADE,526,Semiurban,Male,36,0,1,1,0,160696.72,0
590,LP002926,CADEE,519,Semiurban,Female,47,157296.02,2,0,0,147278.43,1
591,LP002928,CADENCE,713,Semiurban,Female,38,144606.22,1,1,1,56594.36,1
592,LP002931,CADY,700,Semiurban,Male,38,134811.3,1,1,0,1299.75,0
593,LP002933,CAEL,666,Semiurban,Female,34,115897.12,1,1,1,25095.03,0
594,LP002936,CAELAN,630,Rural,Male,32,82034,1,0,0,146326.45,0
595,LP002938,CAESAR,779,Urban,Female,26,174318.13,2,0,1,38296.21,0
596,LP002940,CAI,611,Rural,Female,41,114206.84,1,1,0,164061.6,0
597,LP002941,CAILEAN,685,Rural,Male,43,0,2,1,0,107811.28,0
598,LP002943,CAIMILE,646,Semiurban,Male,39,111574.41,1,1,1,30838.51,0
599,LP002945,CAIN,683,Rural,Female,57,162448.69,1,0,0,9221.78,1
600,LP002948,CAINE,484,Urban,Female,34,148249.54,1,0,1,33738.27,0
601,LP002949,CAIRBRE,601,Urban,Female,43,0,3,0,1,110916.15,1
602,LP002950,CAIRO,762,Rural,Female,26,123709.46,2,1,1,169654.57,0
603,LP002953,CAIS,687,Urban,Female,72,0,1,0,1,69829.4,0
604,LP002958,CAITLIN,566,Rural,Male,30,0,1,1,0,54926.51,1
605,LP002959,CAITLYN,702,Semiurban,Male,37,150525.8,1,1,1,94728.49,0
606,LP002960,CAL,601,Urban,Male,29,0,1,1,1,80393.27,0
607,LP002961,CALA,699,Semiurban,Male,53,0,2,0,1,111307.98,0
608,LP002964,CALAIS,584,Rural,Male,28,0,2,1,0,19834.32,0
609,LP002974,CALANDRA,699,Rural,Male,35,0,2,1,1,78397.24,0
610,LP002978,CALANTHA,698,Rural,Female,51,111018.98,1,1,0,86410.28,0
611,LP002979,CALDER,495,Rural,Male,30,129755.99,1,0,0,172749.65,0
612,LP002983,CALE,650,Urban,Female,27,0,2,1,0,1002.39,0
613,LP002984,CALEB,605,Urban,Female,64,129555.7,1,1,1,13601.79,0
614,LP002990,CALEY,667,Semiurban,Male,38,87202.38,1,1,1,77866.91,0
615,LP001015,CALHOUN,688,Urban,Male,26,146133.39,1,1,1,175296.76,0
616,LP001022,CALIX,727,Urban,Female,31,0,1,1,0,121751.04,1
617,LP001031,CALIXTE,754,Urban,Male,39,170184.99,2,1,0,89593.26,0
618,LP001035,CALLA,612,Urban,Female,62,140745.33,1,1,0,193437.89,1
619,LP001051,CALLIA,546,Urban,Male,42,139070.51,1,1,1,86945,0
620,LP001054,CALLIOPE,673,Urban,Female,37,0,2,1,1,183318.79,0
621,LP001055,CALLISTA,593,Semiurban,Male,35,114193.24,1,1,0,71154.1,0
622,LP001056,CALLUM,656,Rural,Female,40,167878.5,1,0,1,151887.16,0
623,LP001059,CALVIN,535,Urban,Female,53,141616.55,2,1,1,75888.65,0
624,LP001067,CALVINE,678,Semiurban,Male,36,145747.67,2,0,1,89566.74,0
625,LP001078,CAM,477,Urban,Female,48,129120.64,1,0,1,26475.79,0
626,LP001082,CAMDYN,850,Semiurban,Male,35,110349.82,1,0,0,126355.8,0
627,LP001083,CAMERON,427,Urban,Male,29,141325.56,1,1,1,93839.3,0
628,LP001094,CAMILLA,752,Semiurban,Male,49,78653.84,1,1,0,7698.6,0
629,LP001096,CAMILLE,649,Semiurban,Male,47,0,2,1,1,145593.85,0
630,LP001099,CAMLIN,799,Urban,Female,28,142253.65,1,1,0,45042.56,0
631,LP001105,CANA,589,Urban,Female,61,0,1,1,0,61108.56,1
632,LP001107,CANDACE,583,Semiurban,Female,54,115988.86,1,1,0,57553.98,1
633,LP001108,CANDICE,839,Urban,Female,33,75592.43,1,1,0,62674.42,0
634,LP001115,CANDIDA,540,Semiurban,Male,44,164113.04,2,1,1,12120.79,0
635,LP001121,CANDIDE,850,Urban,Male,31,67996.23,2,0,0,50129.87,1
636,LP001124,CANDIE,696,Urban,Female,51,0,2,1,0,55022.43,0
637,LP001128,CANDY,660,Urban,Female,33,0,2,0,0,117834.91,0
638,LP001135,CARA,682,Urban,Male,48,138778.15,1,0,1,168840.23,0
639,LP001149,CARALEE,744,Urban,Female,43,147832.15,1,0,1,24234.11,0
640,LP001153,CARESSE,785,Rural,Female,36,135438.4,1,0,0,190627.01,0
641,LP001163,CARHA,752,Urban,Male,48,116060.08,1,1,0,156618.38,1
642,LP001169,CARINA,706,Urban,Female,29,112564.62,1,1,0,42334.38,0
643,LP001174,CARL,583,Semiurban,Female,27,125406.58,1,1,1,110784.42,0
644,LP001176,CARLA,660,Urban,Female,39,135134.99,1,1,0,173683,1
645,LP001177,CARLETON,819,Semiurban,Female,39,133102.92,1,1,0,27046.46,1
646,LP001183,CARLISLE,673,Urban,Female,34,42157.08,1,1,0,20598.59,1
647,LP001185,CARLOS,752,Semiurban,Female,30,0,2,1,1,104991.28,0
648,LP001187,CARLOTA,578,Urban,Male,38,82259.29,1,1,0,8996.97,0
649,LP001190,CARLOTTA,438,Urban,Female,36,0,2,1,0,64420.5,0
650,LP001203,CARLTON,652,Semiurban,Male,38,0,2,1,1,145700.22,0
651,LP001208,CARLY,629,Urban,Female,49,0,2,1,1,196335.48,0
652,LP001210,CARMEL,720,Urban,Male,52,0,1,1,1,14781.12,0
653,LP001211,CARMELA,668,Urban,Male,42,150461.07,1,1,0,108139.23,0
654,LP001219,CARMELITA,459,Urban,Male,48,133994.52,1,1,1,19287.06,1
655,LP001220,CARMEN,729,Urban,Male,31,164870.81,2,1,1,9567.39,0
656,LP001221,CARMINE,498,Urban,Male,25,121702.73,1,1,1,132210.49,0
657,LP001226,CAROL,549,Semiurban,Male,25,193858.2,1,0,1,21600.11,0
658,LP001230,CAROLENA,601,Semiurban,Female,54,131039.97,2,1,1,199661.5,0
659,LP001231,CAROLINE,544,Urban,Male,64,113829.45,1,1,1,124341.49,0
660,LP001232,CAROLYN,751,Urban,Female,30,0,2,1,0,15766.1,0
661,LP001237,CARON,632,Urban,Female,41,81877.38,1,1,1,33642.21,0
662,LP001242,CARR,694,Semiurban,Male,57,116326.07,1,1,1,117704.65,0
663,LP001268,CARRICK,678,Urban,Male,31,0,2,1,1,58803.28,0
664,LP001270,CARRIE,695,Semiurban,Male,46,0,2,1,1,137537.22,0
665,LP001284,CARRIEANN,661,Urban,Female,41,0,2,0,1,131300.68,0
666,LP001287,CARSON,661,Semiurban,Male,33,0,2,1,1,84174.81,0
667,LP001291,CARSYN,559,Semiurban,Female,31,127070.73,1,0,1,160941.78,0
668,LP001298,CARTER,503,Urban,Male,29,0,2,1,1,143954.99,0
669,LP001312,CARVER,695,Urban,Male,46,122549.64,1,1,1,56297.85,0
670,LP001313,CARY,640,Urban,Female,42,176099.13,1,1,1,8404.73,0
671,LP001317,CASEY,624,Rural,Female,48,122388.38,2,0,0,30020.09,0
672,LP001321,CASHLIN,667,Semiurban,Male,42,0,2,0,1,58137.42,0
673,LP001323,CASIMIR,642,Semiurban,Male,26,0,1,0,0,47472.68,0
674,LP001324,CASONDRA,640,Semiurban,Female,32,118879.35,2,1,1,19131.71,0
675,LP001332,CASPAR,529,Semiurban,Male,35,0,2,1,1,187288.5,0
676,LP001335,CASPER,563,Urban,Female,39,0,2,1,1,17603.81,0
677,LP001338,CASSANDRA,593,Semiurban,Female,38,88736.44,2,1,0,67020.03,0
678,LP001347,CASSIA,739,Rural,Male,45,102703.62,1,0,1,147802.94,1
679,LP001348,CASSIDY,788,Urban,Female,70,0,2,1,1,41610.62,0
680,LP001351,CASSIUS,684,Semiurban,Female,38,0,2,1,0,44255.65,0
681,LP001352,CATHERINE,482,Semiurban,Male,55,97318.25,1,0,1,78416.14,0
682,LP001358,CATHY,591,Semiurban,Male,58,128468.69,1,0,1,137254.55,0
683,LP001359,CATRIN,651,Semiurban,Female,41,133432.59,1,0,1,151303.48,0
684,LP001361,CAYLA,749,Rural,Female,40,141782.57,2,0,0,86333.63,0
685,LP001366,CEANA,583,Semiurban,Male,24,135125.28,1,0,0,89801.9,0
